session_id,label,task_token_id,previous,token,following,user_id,country,days,client,session,format,time,n_tokens
kEW2iwzd06,1,4,est,sale,placeholder,M1Oz89SV,CA,9.423,web,practice,listen,1,4
HuWaktSB03,1,1,placeholder,Je,suis,Z2OCzuHj,CA,1.066,web,practice,listen,38,4
Dikx8wJd01,0,2,Sa,robe,placeholder,aj0jU5rP,GB,9.157,ios,practice,listen,7,2
smzWbnMo03,0,2,La,vache,mange,EcWtVgq7,GB,8.621,ios,practice,listen,17,3
+CVhT9Xc03,0,1,placeholder,Je,suis,EcWtVgq7,GB,11.564,ios,practice,reverse_tap,5,3
O3YGr2Da04,0,3,suis,jeune,placeholder,qtai1ZL7,AU,20.847,android,practice,reverse_tap,2,3
MB5wPVEm05,0,1,placeholder,Ils,écrivent,1QNKoPhc,CA,9.96,web,practice,listen,27,4
9Uvj3Bri01,1,2,Les,petits,poissons,QomjGk4Y,AU,13.876,web,practice,reverse_translate,22,4
m0PxZPw002,0,1,placeholder,S',placeholder,YlSYUlRN,CA,0.23,web,practice,reverse_translate,11,4
iooMYIFU02,0,1,placeholder,Le,costume,4Oxfq4c1,GB,10.831,ios,practice,reverse_translate,4,2
CRuiNzUT01,0,3,dit,oui,placeholder,eTUevpJv,GB,14.145,web,practice,reverse_translate,13,3
Zz1p74kE04,0,6,vin,rouge,placeholder,BgWXGb29,AU,9.119,ios,practice,reverse_tap,16,6
2L/FRvM605,1,3,chien,respecte,le,P0lsX8gx,GB,8.229,web,practice,reverse_translate,9,5
vxcYRYQ102,1,6,placeholder,s',placeholder,LjmXOFkL,GB,4.263,ios,practice,listen,8,7
Md/B09RD03,0,1,placeholder,Les,garçons,4Oxfq4c1,GB,3.931,ios,practice,listen,30,5
A4YA1B9w02,0,2,Tu,es,riche,0pLKRQcf,AU,1.728,ios,practice,listen,14,3
LiGUJRGB03,0,2,Leur,chapeau,est,LjmXOFkL,GB,3.51,ios,practice,reverse_translate,17,4
86+vf8us03,0,2,Il,aime,ça,fr6UvdHU,CA,2.24,web,practice,reverse_translate,10,3
DPU1tELO01,0,1,placeholder,Ils,ont,EcWtVgq7,GB,16.3,ios,practice,reverse_translate,25,4
Msp1s0Df09,0,1,placeholder,Un,œuf,fr6UvdHU,CA,3.143,web,practice,reverse_translate,9,2
S0AfK7Q/04,0,2,Je,bois,de,YlSYUlRN,CA,4.069,web,practice,reverse_translate,14,9
Gqm0jfVv06,0,3,manges,la,pomme,Ox1XVyeX,GB,3.139,web,practice,reverse_translate,23,5
XKzg2ddj02,0,2,Le,serpent,est,BZz0+WFq,GB,11.995,android,practice,reverse_tap,3,4
Z1zl2IIk05,0,4,une,orange,placeholder,RLW17b5E,AU,0.344,ios,practice,reverse_tap,13,4
7ZDyJiVR01,0,2,Un,citron,placeholder,HOGXKM4L,CA,10.221,web,practice,reverse_translate,10,2
FI77CsPC05,1,2,Je,vais,bien,CsditdrN,CA,5.154,web,practice,reverse_translate,13,4
nLTGe++D02,1,2,D,accord,placeholder,nL/TvjBl,GB,4.188,android,practice,reverse_tap,3,2
HxhaBbeR08,0,1,placeholder,Une,femme,HI7m890h,GB,11.157,ios,practice,listen,11,2
rKJsW56g05,0,4,est,chaud,placeholder,EcWtVgq7,GB,11.567,ios,practice,reverse_tap,6,4
Zp5CzDX405,0,1,placeholder,La,fille,0pLKRQcf,AU,12.086,ios,practice,listen,9,2
hASg+dAd01,1,5,écrivent,des,lettres,Ox1XVyeX,GB,3.143,web,practice,listen,48,6
RcnkgeXD04,0,1,placeholder,Les,chapeaux,lgXcEcLg,GB,17.854,android,practice,listen,7,2
CAGX6H/j07,0,3,femme,est,jolie,CmTJozfq,CA,12.266,ios,practice,reverse_tap,11,4
uHUnZmCE02,0,2,Merci,pour,le,vB+nZZXf,GB,9.688,ios,practice,reverse_translate,9,4
7n+Ygb1F01,0,1,placeholder,Ils,sont,qtai1ZL7,AU,21.944,android,practice,reverse_tap,16,5
YMnxv2YE06,0,3,riz,est,blanc,9CPStnaz,AU,12.141,web,practice,reverse_translate,5,4
VVUVmEiq02,0,4,est,un,animal,Naq0lFJM,GB,9.393,ios,practice,reverse_tap,4,5
Pf0+PJFl01,0,1,placeholder,Le,chat,1lVkmvUf,AU,4.939,web,practice,reverse_translate,3,2
HirI9Mhe06,0,1,placeholder,Bonjour,et,NK6KAp7o,CA,8.057,ios,practice,reverse_translate,17,3
OsjEfYiY01,0,1,placeholder,Votre,chapeau,rUv0IIYN,AU,17.373,ios,practice,reverse_tap,4,2
vuFmi+Db06,1,2,Je,peux,être,EPxsAfD+,CA,12.995,ios,practice,reverse_translate,19,6
upBjMjsy02,0,1,placeholder,Le,costume,S4KXjac1,CA,11.944,android,practice,listen,4,2
1OHAWtZE01,0,2,Une,abeille,placeholder,qofjqk+L,CA,9.976,ios,practice,reverse_translate,6,2
gbYRImx001,0,2,Nous,mangeons,du,BfZAzBCr,GB,1.887,ios,practice,reverse_tap,20,4
2NGiELNL05,0,2,Nous,avons,un,xq3GS7ZQ,CA,11.77,ios,practice,reverse_tap,12,4
4b991l4602,0,1,placeholder,L',placeholder,6xoa3KDG,CA,5.99,ios,practice,listen,5,2
tYazsQ2R03,0,1,placeholder,Je,mange,1lVkmvUf,AU,9.042,ios,practice,reverse_translate,8,4
9Ahi+Z0S05,1,6,placeholder,-,placeholder,eTUevpJv,GB,15.004,web,practice,listen,62,7
ISd1ZH2B04,1,3,mange,des,baguettes,+5fX8ua2,CA,3.393,android,practice,listen,13,4
LN1MZdX204,0,2,Un,homme,placeholder,Xn3hEjLy,CA,0.673,ios,practice,reverse_tap,5,2
VD/mbp7v02,0,1,placeholder,Une,femme,Tv0goh52,GB,4.939,ios,practice,reverse_translate,2,2
DF0G2QQT06,0,1,placeholder,Mon,livre,B9nlTGVN,AU,8.505,ios,practice,listen,13,2
+pUTOVdy01,0,4,il,laid,placeholder,EPxsAfD+,CA,14.939,ios,practice,reverse_tap,4,4
6LtyUcZy01,0,2,Un,livre,placeholder,NGcpmWF6,CA,10.378,ios,practice,reverse_tap,4,2
CQPfm9Cg01,0,3,mange,cela,placeholder,eTUevpJv,GB,14.186,web,practice,listen,18,3
+Ks5e+rk03,0,1,placeholder,Je,mange,T79+ghlW,CA,0.044,web,practice,reverse_translate,9,2
N7AVzE4T04,1,3,femme,met,un,CmTJozfq,CA,7.564,ios,practice,listen,34,5
Lq4Mh94x05,0,1,placeholder,Il,mange,fr6UvdHU,CA,1.917,web,practice,reverse_translate,8,4
Ffb4jzvm07,0,5,Elle,mange,et,DDhm1I5Q,GB,3.072,ios,practice,reverse_tap,6,5
ZxxaG2oO04,0,3,achetons,des,pommes,fr6UvdHU,CA,4.265,web,practice,listen,14,5
LmZx3bpA07,0,1,placeholder,Il,a,fr6UvdHU,CA,3.949,web,practice,listen,5,5
pZYAlRlb08,0,1,placeholder,Tu,as,fr6UvdHU,CA,2.028,web,practice,listen,13,5
w9vENGQl03,1,1,placeholder,Un,enfant,Yn+7VBPX,GB,0.444,web,practice,reverse_translate,8,2
UfXUkqPP02,0,1,placeholder,Je,suis,9mTsm1vX,CA,4.159,ios,practice,reverse_tap,9,3
1qtXUboO07,1,4,va,bien,merci,FEgf4Gv8,GB,16.12,android,practice,reverse_translate,17,5
vKxS8MVN07,0,1,placeholder,Nous,écrivons,eTBNG70M,CA,14.105,web,practice,listen,9,2
b3G3Bmj105,0,1,placeholder,Nous,avons,2Pq/5VBt,GB,11.85,ios,practice,reverse_translate,9,4
tv77qRri02,1,1,placeholder,L',placeholder,U6EdYLVx,GB,0.295,web,practice,reverse_translate,17,2
jGMCG/LZ03,0,3,il,vous,plaît,RLW17b5E,AU,2.349,ios,practice,reverse_translate,18,4
q227ui4903,1,3,revoir,et,à,KbSmnBeq,CA,2.553,ios,practice,listen,14,5
KWiHHdsA09,0,4,est,un,enfant,gWqrlkTc,AU,5.184,ios,practice,reverse_tap,25,5
6n0J27uq02,0,3,sac,est,rouge,1IjLkE2N,GB,5.202,ios,practice,reverse_translate,13,4
CrxpPMKQ02,0,2,Je,suis,petit,EPxsAfD+,CA,4.845,ios,practice,reverse_translate,6,3
ONJQSj2t05,0,2,Nous,lisons,les,Tjw66jqv,GB,4.026,android,practice,reverse_translate,18,4
v6v8surD04,0,5,chat,et,un,JkJ31O/N,AU,2.69,ios,practice,reverse_tap,19,7
/3EPoIxz02,0,1,placeholder,Je,mange,fxc6ud70,AU,3.877,ios,practice,listen,7,4
2iYYVJeV04,0,1,placeholder,Les,hommes,vPVmAJUZ,GB,4.097,ios,practice,reverse_tap,16,6
J3VZ7Mvd05,1,2,placeholder,-,placeholder,2Pq/5VBt,GB,17.303,web,practice,listen,27,8
TgV6Aklu03,0,1,placeholder,Le,sac,QyOImv7f,AU,12.127,android,practice,reverse_translate,11,4
9XCxmHxl01,0,1,placeholder,Nous,apprenons,QyOImv7f,AU,5.137,android,practice,reverse_tap,6,2
ytMhqonh01,0,2,Un,homme,placeholder,T47exPfc,GB,2.561,ios,practice,reverse_translate,6,2
ZdgD9b+h03,1,1,placeholder,Son,chat,GzCqsB8P,CA,11.491,ios,practice,reverse_tap,7,3
8nhdlkYY03,1,1,placeholder,Bienvenue,placeholder,CsditdrN,CA,12.152,web,practice,reverse_translate,5,1
TyCQTDN301,0,2,S,il,vous,uHoHcPcD,AU,4.715,web,practice,reverse_translate,29,4
CszVtPJA05,0,5,et,ils,s,r4vYj/1U,CA,8.91,web,practice,reverse_translate,31,7
wq4Dn5Hp04,0,3,ça,va,placeholder,QomjGk4Y,AU,7.509,web,practice,reverse_translate,13,3
lr8ppfjV02,0,3,mange,cela,placeholder,lgXcEcLg,GB,13.91,android,practice,listen,10,3
tce2G1Yb04,1,3,garçons,lisent,des,FLTLdsqy,CA,7.151,web,practice,listen,50,5
GprTptk808,0,2,Ça,va,placeholder,RLW17b5E,AU,4.093,ios,practice,listen,10,2
YMnxv2YE05,0,3,ours,est,orange,9CPStnaz,AU,12.141,web,practice,reverse_translate,7,4
e28x5k3k01,0,4,et,du,pain,eTBNG70M,CA,8.014,web,practice,listen,5,5
hLnhN4ZB03,0,1,placeholder,Nous,sommes,ufYlYaO/,CA,14.686,web,practice,reverse_translate,9,3
38q099FL03,0,1,placeholder,Vous,mangez,qtai1ZL7,AU,6.203,android,practice,reverse_translate,17,4
QTiaHXg/04,0,1,placeholder,Bonjour,comment,HOGXKM4L,CA,10.137,ios,practice,reverse_tap,21,5
HDmnY8Pq02,1,1,placeholder,C',placeholder,qtai1ZL7,AU,15.14,android,practice,listen,38,4
GKZOKy3n09,0,2,Elle,lit,un,KPHN1r/s,AU,9.406,ios,practice,listen,10,4
tXPo+iFe01,0,1,placeholder,Ceci,est,JkJ31O/N,AU,7.578,ios,practice,reverse_tap,3,4
EFEDX1Rv02,1,4,mange,la,pomme,6t4ZmM0D,CA,2.909,android,practice,reverse_translate,38,5
WzaDt7Mo01,0,2,Les,hommes,placeholder,md4/6AZB,CA,5.935,ios,practice,reverse_tap,26,2
Wu0Sz+1D02,0,1,placeholder,Bonjour,comment,ee2ka0za,CA,13.781,ios,practice,reverse_translate,17,4
n7Vhm+dX03,0,1,placeholder,Je,mange,JfbIMdK1,CA,13.49,android,practice,reverse_translate,24,4
q227ui4907,0,4,un,chat,placeholder,KbSmnBeq,CA,2.553,ios,practice,reverse_tap,2,4
hvdi2+kV08,0,1,placeholder,La,fille,BxTBJZZp,AU,0.044,ios,practice,listen,5,2
3ppc7BlE02,0,4,est,orange,placeholder,dCOYdqWk,GB,14.133,android,practice,reverse_translate,28,4
V65f9VsO06,0,1,placeholder,Elle,a,JfbIMdK1,CA,14.035,android,practice,reverse_translate,20,7
WsV889z502,0,4,te,plaît,placeholder,rkg+uaUQ,GB,6.58,ios,practice,reverse_tap,6,4
qs4t1ZZI04,0,2,Le,sac,est,SQ8Kw6aG,CA,6.366,ios,practice,reverse_tap,6,4
wvSjsac907,0,3,mange,et,je,RLW17b5E,AU,2.34,ios,practice,listen,42,5
3e9Ss87u06,0,5,gant,rouge,placeholder,aj0jU5rP,GB,11.842,ios,practice,listen,11,5
7XLmRJKe04,0,5,une,pomme,placeholder,vPVmAJUZ,GB,4.84,ios,practice,reverse_translate,10,5
X0U2zi1U05,0,2,J,aime,la,1QNKoPhc,CA,6.574,web,practice,listen,9,4
UgTpskEz05,0,4,appelle,sa,femme,fr6UvdHU,CA,3.139,web,practice,listen,16,5
FE2py6Fv06,0,2,L,huile,placeholder,6Iox8M7G,CA,5.909,web,practice,listen,7,2
mtK9dt+y01,0,1,placeholder,Les,citrons,Ox1XVyeX,GB,5.088,web,practice,listen,16,4
fCwiovwT05,0,4,est,chaud,placeholder,aj0jU5rP,GB,2.97,ios,practice,reverse_translate,18,4
u1gPLCUa09,1,4,la,fraise,rouge,CmTJozfq,CA,8.405,ios,practice,reverse_tap,9,5
I1sp6sZS05,1,1,placeholder,La,fourmi,NK6KAp7o,CA,5.917,ios,practice,reverse_translate,11,5
ktTrF9Td02,0,2,Un,oignon,placeholder,Cv7+fFiF,CA,12.366,ios,practice,reverse_tap,3,2
wrYjJvD706,0,5,la,lettre,sont,JkJ31O/N,AU,1.774,ios,practice,reverse_tap,10,7
nB5OKbAI05,0,3,je,sais,placeholder,vddLVPIm,GB,5.824,ios,practice,listen,4,3
lyu0jnDx02,1,1,placeholder,Notre,chapeau,Imww7CSG,GB,12.012,ios,practice,reverse_tap,5,2
GKZOKy3n08,0,2,Un,garçon,et,KPHN1r/s,AU,9.406,ios,practice,reverse_tap,7,5
SPAMY+ev03,0,2,placeholder,l',placeholder,ywSvsXO1,GB,12.02,ios,practice,reverse_tap,7,3
GnOa4laj06,0,4,du,pain,placeholder,6Iox8M7G,CA,5.876,web,practice,listen,23,4
1f/If9Q305,1,3,mange,une,orange,j3zDiMlg,CA,2.461,android,practice,reverse_translate,36,4
ZrjEKihW06,0,1,placeholder,J',placeholder,BZz0+WFq,GB,9.194,android,practice,listen,9,3
eUxg6bGR01,0,4,un,cochon,placeholder,QomjGk4Y,AU,10.79,web,practice,listen,15,4
1GL+FltK02,1,4,des,sandwichs,placeholder,nl3zUIfm,CA,14.973,web,practice,reverse_translate,14,4
dmmAl3/D08,0,1,placeholder,Bonjour,ça,uHoHcPcD,AU,8.104,web,practice,listen,23,4
und65Dwq05,0,2,Oui,je,t,Pq+caqrc,GB,6.254,ios,practice,listen,60,4
qBQuucLb06,0,4,et,à,demain,JfbIMdK1,CA,3.478,android,practice,reverse_translate,32,5
UnDIyNBb02,0,2,Le,vin,est,+xUXL2Fu,GB,15.038,android,practice,reverse_tap,7,4
6pgk5X/z06,0,4,attend,un,enfant,6HhXgHvD,GB,2.983,ios,practice,reverse_translate,20,5
K/NEH34B08,0,2,Un,repas,placeholder,JYFs1NZA,CA,14.211,ios,practice,listen,6,2
sutHmA8D02,0,2,Ça,va,placeholder,Q2Q1kFih,CA,11.278,ios,practice,listen,4,2
Q9Qbn31603,1,1,placeholder,D',placeholder,9CPStnaz,AU,3.244,web,practice,reverse_translate,3,2
fVLnohfM03,1,4,mangent,une,fraise,EPxsAfD+,CA,13.114,ios,practice,listen,44,5
5RkNoKOK01,0,2,C,est,joli,FpCvUOun,GB,8.169,ios,practice,reverse_tap,5,3
L0r4UhzY09,0,1,placeholder,Le,chien,BZz0+WFq,GB,7.635,web,practice,reverse_translate,7,5
rs/3oHNE02,0,1,placeholder,J',placeholder,Tv0goh52,GB,4.742,ios,practice,listen,8,2
iiZRnp0q09,0,2,J,aime,les,BgWXGb29,AU,15.158,ios,practice,listen,62,4
w7fqITRh05,0,4,la,pomme,placeholder,KPHN1r/s,AU,9.41,ios,practice,reverse_tap,11,4
8n6WOfUz01,0,3,il,parle,nous,EPxsAfD+,CA,14.969,ios,practice,reverse_tap,22,5
y9wIgSRo01,1,3,êtes,jeune,placeholder,hQWympTg,GB,11.978,ios,practice,reverse_translate,2,3
iG0PxmSi01,1,2,Une,abeille,placeholder,9CPStnaz,AU,5.451,web,practice,reverse_translate,11,2
2p9/F8AO02,0,3,est,nouveau,placeholder,oNZHRDSq,GB,9.559,android,practice,reverse_tap,4,3
GIpWOJC604,0,1,placeholder,Un,garçon,EYTWafjv,CA,4.633,ios,practice,reverse_translate,13,5
64pQhaBQ10,0,3,livre,est,petit,fr6UvdHU,CA,1.199,web,practice,reverse_translate,7,4
V68ZwntS02,0,3,et,merci,placeholder,KtxUcnNC,GB,10.127,web,practice,reverse_translate,19,3
XowaWMTM02,0,2,S,il,te,6t4ZmM0D,CA,8.248,android,practice,reverse_tap,7,4
1/PYQ8OH01,0,1,placeholder,La,soupe,8rkubuSo,CA,6.954,ios,practice,listen,8,2
dXvzGGyk01,0,1,placeholder,Le,pain,EcWtVgq7,GB,7.619,ios,practice,listen,4,2
MVe9nb3C01,0,3,Dix,neuf,est,EcWtVgq7,GB,16.303,ios,practice,reverse_translate,16,6
ONJQSj2t07,0,4,une,jolie,fille,Tjw66jqv,GB,4.026,android,practice,listen,18,5
x9ReERqn04,0,2,J,aime,manger,FTje5Bhb,GB,5.822,ios,practice,listen,21,3
cw6aPKYR03,0,3,éléphants,mangent,du,fr6UvdHU,CA,3.152,web,practice,reverse_translate,16,5
WhVLigWO03,1,6,avec,du,sel,6t4ZmM0D,CA,10.278,android,practice,reverse_translate,24,7
YOYz+dUm06,0,3,connais,le,garçon,Xn3hEjLy,CA,13.518,web,practice,reverse_translate,9,4
AoTuba9Z04,0,2,Le,cheval,est,qtai1ZL7,AU,16.037,android,practice,reverse_tap,6,4
EYy15tBd02,0,2,Non,il,est,WfjtrxmT,CA,12.504,ios,practice,reverse_tap,7,4
Y7UW1O/h04,0,2,Le,garçon,est,klGS2CWu,CA,0.015,ios,practice,reverse_translate,5,4
DpX8mwj001,0,2,Le,tigre,placeholder,eTUevpJv,GB,11.002,web,practice,listen,9,2
eS7ujU2T03,0,1,placeholder,Je,suis,CmTJozfq,CA,10.209,ios,practice,reverse_tap,6,4
0X3JZmpx06,0,2,Je,mange,du,4Oxfq4c1,GB,6.108,ios,practice,reverse_translate,8,4
ZNMZsfXj02,0,2,La,mouche,placeholder,B9nlTGVN,AU,6.591,ios,practice,reverse_tap,6,2
bRrV0/xV04,0,4,du,vin,et,NFW2JtY+,GB,2.574,ios,practice,reverse_translate,15,7
t79I1baB03,1,1,placeholder,La,casquette,6Iox8M7G,CA,6.312,ios,practice,reverse_translate,6,2
8CyXudhq03,0,4,jolie,avec,cette,Tjw66jqv,GB,4.572,android,practice,reverse_translate,19,6
mGpBq1a002,0,1,placeholder,Nous,apprenons,lgXcEcLg,GB,9.108,android,practice,reverse_tap,13,2
iRlXKSOd06,0,2,J,aime,un,RLW17b5E,AU,1.751,ios,practice,listen,44,4
DPPAkEkZ07,0,2,Tu,as,une,fr6UvdHU,CA,3.141,web,practice,listen,5,5
79oed1gQ02,0,4,la,valise,placeholder,EPxsAfD+,CA,19.266,ios,practice,reverse_tap,10,4
+eyFLQch10,0,3,sont,rouges,placeholder,T47exPfc,GB,5.698,ios,practice,reverse_tap,2,3
WG2/ppSz06,0,3,il,vous,plaît,Y+u66Nb6,CA,1.337,web,practice,listen,9,4
jyr07jSv04,0,4,lit,un,journal,fr6UvdHU,CA,0.334,web,practice,reverse_translate,22,5
FYfeRPjn05,0,5,chocolat,noir,placeholder,fr6UvdHU,CA,3.135,web,practice,reverse_translate,23,5
IWsfwq3p03,0,2,Elle,est,calme,9mTsm1vX,CA,2.833,ios,practice,reverse_tap,5,3
hv9dac9f08,1,2,De,rien,placeholder,U6kqKzJ1,GB,2.054,ios,practice,listen,25,2
p8jlg/xa04,0,2,Oui,il,ferme,EPxsAfD+,CA,19.259,ios,practice,reverse_tap,11,5
bHab0F1805,1,1,placeholder,L',placeholder,eTUevpJv,GB,4.916,web,practice,listen,57,5
lSyqlvFm06,0,2,Nous,mangeons,le,EcWtVgq7,GB,7.62,ios,practice,reverse_tap,5,4
qhcPSVCZ10,0,5,une,robe,placeholder,Tv0goh52,GB,4.712,ios,practice,listen,11,5
Axtp5U4M05,1,3,a,une,robe,soCS33Jg,AU,0.137,ios,practice,listen,17,5
QaLjaM6r02,1,1,placeholder,J',placeholder,qtai1ZL7,AU,10.992,android,practice,listen,17,4
Wn63I5/E01,0,1,placeholder,Ça,va,MchfXRuY,AU,13.964,ios,practice,listen,33,2
MYvXsQxR03,0,2,Le,tigre,placeholder,e2+N+vow,CA,7.693,ios,practice,listen,3,2
Px+FX5gH09,0,2,Une,baleine,placeholder,aj0jU5rP,GB,17.775,ios,practice,reverse_translate,7,2
rbuuvQvm06,1,4,a,un,manteau,2Pq/5VBt,GB,7.677,ios,practice,reverse_translate,16,6
VGaDWiwo09,0,4,une,veste,placeholder,2Pq/5VBt,GB,7.345,ios,practice,reverse_translate,9,4
5cRk+6Tn01,0,1,placeholder,Une,abeille,1lVkmvUf,AU,4.935,ios,practice,reverse_translate,8,2
9TEPinH705,0,3,revoir,et,bonne,nT3TyToQ,GB,7.747,ios,practice,reverse_tap,30,5
VZ99pe7L01,0,1,placeholder,Il,est,GEdyZS+r,GB,17.651,android,practice,reverse_tap,4,3
z/jP6UbN04,0,5,nous,parlons,placeholder,r4vYj/1U,CA,13.968,web,practice,reverse_translate,13,5
OGxijI7Z02,0,1,placeholder,Je,mange,iSS2R9pT,AU,4.875,android,practice,reverse_translate,18,4
lcGBREfy02,0,4,est,chaud,placeholder,JBstbIs1,AU,20.393,ios,practice,reverse_tap,7,4
X1Ov0J7304,0,3,enfants,mangent,de,fr6UvdHU,CA,0.765,web,practice,reverse_translate,43,6
7lcY2M+w07,0,3,femme,le,garçon,Pq+caqrc,GB,5.672,ios,practice,reverse_tap,8,4
VCEZP6CU03,0,5,chien,et,six,EcWtVgq7,GB,16.298,ios,practice,reverse_tap,8,7
hOTsDCZ603,0,2,C,est,le,r4vYj/1U,CA,14.987,web,practice,reverse_translate,12,4
DdOFjOwH02,0,3,chiens,sont,grands,EcWtVgq7,GB,7.614,ios,practice,listen,31,4
nWgOy0y201,0,1,placeholder,Salut,placeholder,dYvYLnya,CA,3.753,android,practice,listen,3,1
KXVwKRje06,0,4,rouge,et,un,+XG8trcU,GB,17.784,ios,practice,reverse_tap,11,7
wVEHc8FA02,0,1,placeholder,Le,sac,EcWtVgq7,GB,10.314,ios,practice,reverse_tap,6,4
5PP+Mvtg01,0,1,placeholder,Le,loup,Y+u66Nb6,CA,7.332,web,practice,reverse_translate,13,5
UnDIyNBb03,0,3,suis,petit,placeholder,+xUXL2Fu,GB,15.038,android,practice,reverse_tap,7,3
lSHilPVi10,0,3,chat,noir,placeholder,Naq0lFJM,GB,8.207,ios,practice,reverse_tap,2,3
bRrV0/xV05,1,4,lisent,un,livre,NFW2JtY+,GB,2.574,ios,practice,listen,8,5
EJWabEQm03,0,1,placeholder,Il,mange,HOGXKM4L,CA,10.213,web,practice,reverse_translate,12,4
XWI/tTR804,0,1,placeholder,Leurs,enfants,vtQRvkDc,GB,8.244,ios,practice,reverse_translate,9,2
tFkWTsH201,0,2,Ça,va,placeholder,1lVkmvUf,AU,4.899,ios,practice,listen,5,2
IWN9Fka707,0,3,mangez,une,carotte,klGS2CWu,CA,4.384,ios,practice,reverse_translate,8,4
t79I1baB06,1,3,mange,donc,je,6Iox8M7G,CA,6.312,ios,practice,listen,54,5
0jeqot4j01,0,2,C,est,le,vB+nZZXf,GB,15.5,ios,practice,reverse_translate,21,4
1sMb744c06,0,1,placeholder,Nous,mangeons,RLW17b5E,AU,2.262,ios,practice,reverse_tap,21,4
W+bP2s8R03,0,4,du,garçon,est,JQEeCBSU,CA,13.309,ios,practice,reverse_translate,31,6
0A4a55ZV06,0,4,des,pâtes,placeholder,KPHN1r/s,AU,7.458,ios,practice,listen,16,4
UJbs4Qi207,0,4,un,garçon,placeholder,JYFs1NZA,CA,6.851,ios,practice,reverse_translate,12,4
Cbz7fUuv07,0,4,mange,la,pomme,RLW17b5E,AU,7.236,ios,practice,reverse_tap,12,5
938BEr5J09,0,2,Le,garçon,et,BgWXGb29,AU,12.089,ios,practice,listen,22,5
wBj9Cr+d02,0,1,placeholder,Tes,citrons,FLTLdsqy,CA,6.361,web,practice,listen,12,2
PMwOQwUo06,0,1,placeholder,Le,garçon,ebr1Fx5I,CA,0.978,android,practice,listen,12,4
j+zcna8508,0,3,robe,est,chaude,JQEeCBSU,CA,10.127,ios,practice,listen,17,4
Ig0iidRU01,0,1,placeholder,Je,suis,oHtnRGfM,CA,0.869,android,practice,reverse_tap,3,3
fyJy2NJL01,1,2,Il,mange,placeholder,p64pHZ7C,CA,4.283,ios,practice,listen,3,2
Gl2Atf6+10,1,1,placeholder,L',placeholder,U6kqKzJ1,GB,0.638,ios,practice,listen,4,2
IuJK6zWI04,0,4,femmes,sont,grandes,ZY1jfklj,CA,10.568,web,practice,reverse_translate,26,5
u79kbo3F05,0,2,La,fille,lit,RLW17b5E,AU,1.871,ios,practice,reverse_tap,20,5
uadVHpl502,0,2,Au,revoir,et,FS64549Q,GB,4.102,android,practice,listen,13,5
tqObNJI101,0,2,Notre,chapeau,placeholder,n+PgzdX5,GB,2.72,android,practice,reverse_tap,2,2
eU6BE6AV06,0,3,va,bien,placeholder,ufYlYaO/,CA,13.729,web,practice,listen,7,3
elVEdhwP01,0,2,Les,chiens,placeholder,2Pq/5VBt,GB,19.338,ios,practice,reverse_tap,1,2
2OyE5sxY04,0,4,un,garçon,et,J15ZK+H/,AU,11.899,ios,practice,reverse_translate,27,7
zn+JT8Gw09,0,2,Je,suis,petit,rkg+uaUQ,GB,6.586,ios,practice,reverse_tap,4,3
F8WarQjd01,1,1,placeholder,Le,poivre,fr6UvdHU,CA,2.998,web,practice,reverse_translate,8,2
DVh4Y7zf01,0,1,placeholder,Le,garçon,+XG8trcU,GB,2.751,ios,practice,reverse_tap,2,2
PO+len0T02,0,3,lance,le,chapeau,o/A3qxsY,GB,19.258,web,practice,reverse_translate,10,4
2YSZrA0r05,0,2,L,homme,a,md4/6AZB,CA,11.264,ios,practice,reverse_translate,10,6
RO/Hfd7504,1,4,placeholder,-,placeholder,Ox1XVyeX,GB,7.19,web,practice,listen,7,5
SK2w9gsW07,0,5,je,mange,placeholder,U6kqKzJ1,GB,0.653,ios,practice,listen,27,5
coUniKWF01,0,1,placeholder,J',placeholder,r4vYj/1U,CA,0.039,web,practice,reverse_translate,7,2
UhuDcaXW03,0,3,chat,mange,placeholder,UMkdjtWL,CA,12.941,ios,practice,reverse_translate,11,3
nYiMLW3O01,0,4,te,plaît,placeholder,BxTBJZZp,AU,7.153,ios,practice,reverse_tap,4,4
5gJPzAQU01,0,2,Les,chiens,placeholder,Imww7CSG,GB,14.977,ios,practice,reverse_tap,1,2
sRVMEfXH05,0,4,mange,de,la,mHWxVwSA,AU,2.399,ios,practice,reverse_tap,10,6
N19AjE1i02,0,4,est,un,animal,Imww7CSG,GB,17.367,ios,practice,reverse_translate,11,5
er0sm1b507,0,4,et,je,mange,HI7m890h,GB,3.218,ios,practice,reverse_translate,23,5
YJDhSyb101,0,1,placeholder,Nous,aimons,M1Oz89SV,CA,8.432,web,practice,reverse_translate,6,4
YzxI9Dls02,0,1,placeholder,Le,lait,VuewGKB5,CA,4.969,android,practice,reverse_translate,8,4
h2fuCmdQ07,0,1,placeholder,Une,fille,xq3GS7ZQ,CA,10.331,ios,practice,reverse_tap,4,2
LBKtlgFD04,0,3,mange,cela,placeholder,eTUevpJv,GB,12.95,web,practice,listen,13,3
nwpm8ohP01,1,4,va,t,il,2Pq/5VBt,GB,20.776,ios,practice,reverse_tap,18,7
OYWgOz0L07,0,2,La,fourmi,est,md4/6AZB,CA,9.027,ios,practice,reverse_translate,8,5
